,case,cc3,country,year,systemic_crisis,exch_usd,domestic_debt_in_default,sovereign_external_debt_default,gdp_weighted_default,inflation_annual_cpi,independence,currency_crises,inflation_crises,banking_crisis
771,56,10,9,1963,0,0.3573,0,0,0.0,1.005222535,1,0,0,1
772,56,10,9,1964,0,0.3576,0,0,0.0,4.141937863,1,0,0,1
773,56,10,9,1965,0,0.3571,0,0,0.0,3.489437844,1,0,0,1
774,56,10,9,1966,0,0.3571,0,0,0.0,3.638360819,1,0,0,1
775,56,10,9,1967,0,0.7093,0,0,0.0,2.151507653,1,2,0,1
776,56,10,9,1968,0,0.7119,0,0,0.0,3.045535464,1,0,0,1
777,56,10,9,1969,0,0.7149,0,0,0.0,3.812391596,1,0,0,1
778,56,10,9,1970,0,0.7131,0,0,0.0,4.882526907,1,0,0,1
779,56,10,9,1971,0,0.696,0,0,0.0,6.705448811,1,0,0,1
780,56,10,9,1972,0,0.7394,0,0,0.0,8.431511329,1,0,0,1
781,56,10,9,1973,0,0.6667,0,0,0.0,10.76861601,1,0,0,1
782,56,10,9,1974,0,0.6678,0,0,0.0,13.81223876,1,0,0,1
783,56,10,9,1975,0,0.6725,0,0,0.0,11.25107466,1,0,0,1
784,56,10,9,1976,0,0.8673,0,0,0.0,11.31771632,1,0,0,1
785,56,10,9,1977,0,0.8681,0,0,0.0,10.21066965,1,0,0,0
786,56,10,9,1978,0,0.8684,0,0,0.0,12.23442663,1,0,0,0
787,56,10,9,1979,0,0.8244,0,0,0.0,13.89287442,1,0,0,1
788,56,10,9,1980,0,0.745378653,0,0,0.0,14.236,1,0,0,1
789,56,10,9,1981,0,0.956571648,0,0,0.0,15.741,1,1,0,1
790,56,10,9,1982,0,1.076310408,0,0,0.0,14.4,1,0,0,1
791,56,10,9,1983,0,1.221896383,0,0,0.0,12.587,1,0,0,1
792,56,10,9,1984,0,1.984914649,0,0,0.0,11.18,1,1,0,1
793,56,10,9,1985,0,2.557544764,0,1,0.36,16.201,1,1,0,1
794,56,10,9,1986,0,2.183406114,0,1,0.36,18.75,1,0,0,1
795,56,10,9,1987,0,1.929943067,0,1,0.36,16.194,1,0,0,1
796,56,10,9,1988,0,2.377725468,0,0,0.0,12.892,1,1,0,1
797,56,10,9,1989,0,2.536011361,0,1,0.36,14.506,1,0,0,0
798,56,10,9,1990,0,2.562525625,0,0,0.0,14.286,1,0,0,1
799,56,10,9,1991,0,2.743032697,0,0,0.0,15.566,1,0,0,1
800,56,10,9,1992,0,3.053,0,0,0.0,13.673,1,0,0,1
801,56,10,9,1993,0,3.3975,0,1,0.36,9.874,1,0,0,1
802,56,10,9,1994,0,3.5435,0,0,0.0,8.824,1,0,0,1
803,56,10,9,1995,0,3.6475,0,0,0.0,8.709,1,0,0,1
804,56,10,9,1996,0,4.6825,0,0,0.0,7.32,1,1,0,1
805,56,10,9,1997,0,4.8675,0,0,0.0,8.623,1,0,0,1
806,56,10,9,1998,0,5.86,0,0,0.0,6.872,1,1,0,1
807,56,10,9,1999,0,6.1545,0,0,0.0,5.211,1,0,0,1
808,56,10,9,2000,0,7.5685,0,0,0.0,5.374,1,1,0,1
809,56,10,9,2001,0,12.1265,0,0,0.0,5.7,1,1,0,1
810,56,10,9,2002,0,8.64,0,0,0.0,9.177,1,0,0,1
811,56,10,9,2003,0,6.64,0,0,0.0,5.806,1,0,0,1
812,56,10,9,2004,0,5.63,0,0,0.0,1.392,1,0,0,1
813,56,10,9,2005,0,6.325,0,0,0.0,3.393,1,0,0,1
814,56,10,9,2006,0,6.97,0,0,0.0,4.688,1,0,0,1
815,56,10,9,2007,0,6.81,0,0,0.0,7.09,1,0,0,1
816,56,10,9,2008,0,9.305,0,0,0.0,11.536,1,1,0,1
817,56,10,9,2009,0,7.38,0,0,0.0,7.13,1,0,0,1
818,56,10,9,2010,0,6.6316,0,0,0.0,4.257,1,0,0,1
819,56,10,9,2011,0,8.1429,0,0,0.0,5.0,1,1,0,1
820,56,10,9,2012,0,8.50115,0,0,0.0,5.654,1,0,0,1
821,56,10,9,2013,0,10.48985,0,0,0.0,5.752,1,1,0,1
822,63,9,10,1940,0,49.189,0,0,0.0,22.01300157,0,0,1,1
823,63,9,10,1941,0,44.937,0,0,0.0,24.58203197,0,0,1,1
824,63,9,10,1942,0,129.831,0,0,0.0,24.99631323,0,0,1,1
825,63,9,10,1943,0,50.0,0,0,0.0,72.10948561,0,0,1,1
826,63,9,10,1944,0,55.355,0,0,0.0,37.61310666,0,1,1,1
827,63,9,10,1945,0,55.191,0,0,0.0,13.77833126,0,0,0,1
828,63,9,10,1946,0,119.3,0,0,0.0,49.61253886,0,1,1,1
829,63,9,10,1947,0,119.3,0,0,0.0,67.09975712,0,0,1,1
830,63,9,10,1948,0,119.3,0,0,0.0,69.14172635,0,0,1,1
831,63,9,10,1949,0,214.34,0,0,0.0,4.156960191,0,1,0,1
832,63,9,10,1950,0,349.5,0,0,0.0,3.502982107,0,1,0,1
833,63,9,10,1951,0,349.5,0,0,0.0,15.03591871,0,0,0,1
834,63,9,10,1952,0,349.5,0,0,0.0,7.006177993,0,0,0,1
835,63,9,10,1953,0,349.5,0,0,0.0,-0.595293824,0,0,0,1
836,63,9,10,1954,0,349.5,0,0,0.0,4.192011553,0,0,0,1
837,63,9,10,1955,0,349.5,0,0,0.0,0.0,0,0,0,1
838,63,9,10,1956,0,349.5,0,1,0.06,4.807532957,1,0,0,1
839,63,9,10,1957,0,350.0,0,0,0.0,5.504844321,1,0,0,1
840,63,9,10,1958,0,0.4197,0,1,0.06,5.216941093,1,2,0,1
841,63,9,10,1959,0,0.42,0,0,0.0,-8.264216667,1,0,0,1
842,63,9,10,1960,0,0.42,0,0,0.0,1.801884462,1,0,0,1
843,63,9,10,1961,0,0.42,0,0,0.0,-1.769991264,1,0,0,1
844,63,9,10,1962,0,0.42,0,0,0.0,5.78395737,1,0,0,1
845,63,9,10,1963,0,0.42,0,1,0.06,0.970776621,1,0,0,1
846,63,9,10,1964,0,0.42,0,0,0.0,5.939573494,1,0,0,1
847,63,9,10,1965,0,0.52,0,0,0.0,5.549985502,1,1,0,1
848,63,9,10,1966,0,0.52,0,0,0.0,4.536102074,1,0,0,1
849,63,9,10,1967,0,0.52,0,0,0.0,2.843700217,1,0,0,1
850,63,9,10,1968,0,0.52,0,0,0.0,2.498763969,1,0,0,1
851,63,9,10,1969,0,0.52,0,0,0.0,2.804694188,1,0,0,1
852,63,9,10,1970,0,0.52,0,0,0.0,1.562639485,1,0,0,1
853,63,9,10,1971,0,0.48,0,0,0.0,4.253194018,1,0,0,1
854,63,9,10,1972,0,0.475,0,0,0.0,2.715966924,1,0,0,1
855,63,9,10,1973,0,0.3865,0,0,0.0,5.784875818,1,0,0,1
856,63,9,10,1974,0,0.425,0,0,0.0,4.685641394,1,1,0,1
857,63,9,10,1975,0,0.4712,0,0,0.0,10.05684308,1,0,0,1
858,63,9,10,1976,0,0.5587,0,0,0.0,3.293128476,1,0,0,1
859,63,9,10,1977,0,0.4275,0,0,0.0,8.19487405,1,0,0,1
860,63,9,10,1978,0,0.46,0,0,0.0,4.63026082,1,1,0,1
861,63,9,10,1979,0,0.405,0,1,0.06,8.557119849,1,0,0,1
862,63,9,10,1980,0,0.418699999,0,1,0.06,10.011,1,0,0,1
863,63,9,10,1981,0,0.515649999,0,1,0.06,8.903,1,0,0,1
864,63,9,10,1982,0,0.615749999,0,1,0.06,13.673,1,0,0,1
865,63,9,10,1983,0,0.7271,0,0,0.0,8.972,1,0,0,1
866,63,9,10,1984,0,0.8666,0,0,0.0,8.596,1,0,0,1
867,63,9,10,1985,0,0.75695,0,0,0.0,7.551,1,0,0,1
868,63,9,10,1986,0,0.8402,0,0,0.0,6.159,1,1,0,1
869,63,9,10,1987,0,0.77785,0,0,0.0,8.224,1,0,0,1
870,63,9,10,1988,0,0.89845,0,0,0.0,7.156,1,0,0,1
871,63,9,10,1989,0,0.9046,0,0,0.0,7.722,1,0,0,1
872,63,9,10,1990,0,0.83675,0,0,0.0,6.502,1,0,0,1
873,63,9,10,1991,1,0.8645,0,0,0.0,7.693,1,0,0,0
874,63,9,10,1992,1,0.95065,0,0,0.0,5.518,1,0,0,0
875,63,9,10,1993,1,1.0466,0,0,0.0,4.04,1,0,0,0
876,63,9,10,1994,1,0.9912,0,0,0.0,5.423,1,0,0,0
877,63,9,10,1995,1,0.9508,0,0,0.0,6.232,1,0,0,0
878,63,9,10,1996,0,0.9985,0,0,0.0,3.733,1,0,0,1
879,63,9,10,1997,0,1.1475,0,0,0.0,3.599,1,0,0,1
880,63,9,10,1998,0,1.101,0,0,0.0,3.102,1,0,0,1
881,63,9,10,1999,0,1.2525,0,0,0.0,2.768,1,0,0,1
882,63,9,10,2000,0,1.3853,0,0,0.0,2.77,1,0,0,1
883,63,9,10,2001,0,1.4683,0,0,0.0,1.987,1,0,0,1
884,63,9,10,2002,0,1.3341,0,0,0.0,2.706,1,0,0,1
885,63,9,10,2003,0,1.2083,0,0,0.0,2.724,1,0,0,1
886,63,9,10,2004,0,1.1994,0,0,0.0,3.621,1,0,0,1
887,63,9,10,2005,0,1.3634,0,0,0.0,1.444,1,0,0,1
888,63,9,10,2006,0,1.2971,0,0,0.0,4.143,1,0,0,1
889,63,9,10,2007,0,1.2207,0,0,0.0,3.438,1,0,0,1
890,63,9,10,2008,0,1.3099,0,0,0.0,4.913,1,0,0,1
891,63,9,10,2009,0,1.3173,0,0,0.0,3.53,1,0,0,1
892,63,9,10,2010,0,1.4379,0,0,0.0,4.409,1,0,0,1
893,63,9,10,2011,0,1.4993,0,0,0.0,3.541,1,0,0,1
894,63,9,10,2012,0,1.5506,0,0,0.0,5.139,1,0,0,1
895,63,9,10,2013,0,1.653095696,0,0,0.0,5.805,1,0,0,1
896,63,9,10,2014,0,1.862411798,0,0,0.0,4.924,1,0,0,1
897,69,11,11,1943,0,0.0004976,0,0,0.0,2.857142857,0,0,0,1
898,69,11,11,1944,0,0.0004976,0,0,0.0,2.777777778,0,0,0,1
899,69,11,11,1945,0,0.0004968,0,0,0.0,2.702702703,0,0,0,1
900,69,11,11,1946,0,0.0004968,0,0,0.0,7.894736842,0,0,0,1
901,69,11,11,1947,0,0.0004958,0,0,0.0,2.43902439,0,0,0,1
902,69,11,11,1948,0,0.000496,0,0,0.0,4.761904762,0,0,0,1
903,69,11,11,1949,0,0.0007142,0,0,0.0,2.272727273,0,0,0,1
904,69,11,11,1950,0,0.000714,0,0,0.0,4.444444444,0,1,0,1
905,69,11,11,1951,0,0.000719,0,0,0.0,6.382978723,0,0,0,1
906,69,11,11,1952,0,0.0007118,0,0,0.0,4.0,0,0,0,1
907,69,11,11,1953,0,0.0007116,0,0,0.0,3.846153846,0,0,0,1
908,69,11,11,1954,0,0.000718,0,0,0.0,3.703703704,0,0,0,1
909,69,11,11,1955,0,0.0007136,0,0,0.0,3.571428571,0,0,0,1
910,69,11,11,1956,0,0.000718,0,0,0.0,3.103448276,0,0,0,1
911,69,11,11,1957,0,0.000712,0,0,0.0,3.177257525,0,0,0,1
912,69,11,11,1958,0,0.0007138,0,0,0.0,1.13452188,0,0,0,1
913,69,11,11,1959,0,0.0007144,0,0,0.0,2.083333333,0,0,0,1
914,69,11,11,1960,0,0.0007134,0,0,0.0,3.453689168,0,0,0,1
915,69,11,11,1961,0,0.0007122,0,0,0.0,0.151745068,0,0,0,1
916,69,11,11,1962,0,0.0007136,0,0,0.0,1.363636364,0,0,0,1
917,69,11,11,1963,0,0.000715,0,0,0.0,-0.448430493,0,0,0,1
918,69,11,11,1964,0,0.0007168,0,0,0.0,3.003003003,1,0,0,1
919,69,11,11,1965,0,0.0007136,0,0,0.0,8.163265306,1,0,0,1
920,69,11,11,1966,0,0.0007168,0,0,0.0,10.2425876,1,0,0,1
921,69,11,11,1967,0,0.0007104,0,0,0.0,5.012224939,1,0,0,1
922,69,11,11,1968,0,0.0007168,0,0,0.0,10.71012806,1,0,0,1
923,69,11,11,1969,0,0.0007126,0,0,0.0,2.523659306,1,0,0,1
924,69,11,11,1970,0,0.0007141,0,0,0.0,2.564102564,1,0,0,1
925,69,11,11,1971,0,0.0007143,0,0,0.0,6.52173913,1,0,0,1
926,69,11,11,1972,0,0.0007143,0,0,0.0,4.761904762,1,0,0,1
927,69,11,11,1973,0,0.0006429,0,0,0.0,6.493506494,1,0,0,1
928,69,11,11,1974,0,0.0006429,0,0,0.0,7.926829268,1,0,0,1
929,69,11,11,1975,0,0.0006429,0,0,0.0,10.16949153,1,0,0,1
930,69,11,11,1976,0,0.0007934,0,0,0.0,18.97435897,1,0,0,1
931,69,11,11,1977,0,0.0007589,0,0,0.0,19.82758621,1,1,0,1
932,69,11,11,1978,0,0.0007862,0,0,0.0,16.18705036,1,0,0,1
933,69,11,11,1979,0,0.0007775,0,0,0.0,9.59752322,1,0,0,1
934,69,11,11,1980,0,0.0008031,0,0,0.0,11.729,1,0,0,1
935,69,11,11,1981,0,0.00088,0,0,0.0,13.997,1,0,0,1
936,69,11,11,1982,0,0.0009285,0,0,0.0,12.495,1,0,0,1
937,69,11,11,1983,0,0.001236,0,1,0.0,19.692,1,1,0,1
938,69,11,11,1984,0,0.002105,0,1,0.0,20.019,1,1,1,1
939,69,11,11,1985,0,0.00563,0,1,0.0,37.43,1,1,1,1
940,69,11,11,1986,0,0.01448,0,1,0.0,54.8,1,1,1,1
941,69,11,11,1987,0,0.0077,0,1,0.0,47.028,1,0,1,1
942,69,11,11,1988,0,0.0095,0,1,0.0,54.042,1,1,1,1
943,69,11,11,1989,0,0.01841,0,1,0.0,128.294,1,1,1,1
944,69,11,11,1990,0,0.0459,0,1,0.0,109.558,1,1,1,1
945,69,11,11,1991,0,0.08733,0,1,0.0,97.701,1,1,1,1
946,69,11,11,1992,0,0.31496,0,1,0.0,165.725,1,1,1,1
947,69,11,11,1993,0,0.561,0,1,0.0,183.263,1,1,1,1
948,69,11,11,1994,0,0.699,0,1,0.0,54.614,1,1,1,1
949,69,11,11,1995,1,0.978,0,0,0.0,34.905,1,1,1,0
950,69,11,11,1996,1,1.287,0,0,0.0,43.095,1,1,1,0
951,69,11,11,1997,1,1.44,0,0,0.0,24.41,1,0,1,0
952,69,11,11,1998,1,2.425,0,0,0.0,24.456,1,1,1,0
953,69,11,11,1999,0,2.76,0,0,0.0,26.79,1,0,1,1
954,69,11,11,2000,0,4.45,0,0,0.0,26.1,1,1,1,1
955,69,11,11,2001,0,3.735,0,0,0.0,21.357,1,0,1,1
956,69,11,11,2002,0,4.5,0,0,0.0,22.239,1,0,1,1
957,69,11,11,2003,0,4.4,0,0,0.0,21.4,1,0,1,1
958,69,11,11,2004,0,4.6,0,0,0.0,17.969,1,0,0,1
959,69,11,11,2005,0,3.34,0,0,0.0,18.325,1,0,0,1
960,69,11,11,2006,0,4.41722,0,0,0.0,9.017,1,0,0,1
961,69,11,11,2007,0,3.83,0,0,0.0,10.655,1,0,0,1
962,69,11,11,2008,0,4.83226,0,0,0.0,12.449,1,1,0,1
963,69,11,11,2009,0,4.631,0,0,0.0,13.392,1,0,0,1
964,69,11,11,2010,0,4.7899,0,0,0.0,8.5,1,0,0,1
965,69,11,11,2011,0,5.11398,0,0,0.0,8.658,1,0,0,1
966,69,11,11,2012,0,5.1466133,0,0,0.0,6.575,1,0,0,1
967,69,11,11,2013,0,5.52,0,0,0.0,6.978,1,1,0,1
968,69,11,11,2014,0,6.3856,0,0,0.0,7.811,1,0,0,1
969,70,12,12,1921,0,4.81e-27,0,0,0.0,-17.24137931,0,0,0,1
970,70,12,12,1922,0,4.34e-27,0,0,0.0,-13.88888889,0,0,0,1
971,70,12,12,1923,0,4.59e-27,0,0,0.0,-4.032258065,0,0,0,1
972,70,12,12,1927,0,4.1000000000000006e-27,0,0,0.0,0.847457627,0,0,0,1
973,70,12,12,1928,0,4.1200000000000004e-27,0,0,0.0,0.840336134,0,0,0,1
974,70,12,12,1929,0,4.1000000000000006e-27,0,0,0.0,0.0,0,0,0,1
975,70,12,12,1930,0,4.1200000000000004e-27,0,0,0.0,-5.0,0,0,0,1
976,70,12,12,1931,0,5.9300000000000006e-27,0,0,0.0,-7.01754386,0,0,0,1
977,70,12,12,1932,0,6.100000000000001e-27,0,0,0.0,-3.773584906,0,0,0,1
978,70,12,12,1933,0,3.91e-27,0,0,0.0,-2.941176471,0,0,0,1
979,70,12,12,1934,0,4.0400000000000005e-27,0,0,0.0,-1.01010101,0,0,0,1
980,70,12,12,1935,0,4.06e-27,0,0,0.0,0.0,0,0,0,1
981,70,12,12,1936,0,4.08e-27,0,0,0.0,-1.020408163,0,0,0,1
982,70,12,12,1937,0,4e-27,0,0,0.0,6.18556701,0,0,0,1
983,70,12,12,1938,0,4.28e-27,0,0,0.0,-2.912621359,0,0,0,1
984,70,12,12,1939,0,5.0900000000000004e-27,0,0,0.0,0.906344411,0,0,0,1
985,70,12,12,1940,0,4.9600000000000006e-27,0,0,0.0,2.994011976,0,0,0,1
986,70,12,12,1941,0,4.9600000000000006e-27,0,0,0.0,3.779069767,0,0,0,1
987,70,12,12,1942,0,4.9600000000000006e-27,0,0,0.0,5.602240896,0,0,0,1
988,70,12,12,1943,0,4.9600000000000006e-27,0,0,0.0,6.100795756,0,0,0,1
989,70,12,12,1944,0,4.9600000000000006e-27,0,0,0.0,3.0,0,0,0,1
990,70,12,12,1945,0,4.9600000000000006e-27,0,0,0.0,2.669902913,0,0,0,1
991,70,12,12,1946,0,4.9600000000000006e-27,0,0,0.0,5.200945626,0,0,0,1
992,70,12,12,1947,0,4.9600000000000006e-27,0,0,0.0,2.921348315,0,0,0,1
993,70,12,12,1948,0,4.9600000000000006e-27,0,0,0.0,9.388646288,0,0,0,1
994,70,12,12,1949,0,7.140000000000001e-27,0,0,0.0,3.79241517,0,0,0,1
995,70,12,12,1950,0,7.140000000000001e-27,0,0,0.0,7.692307692,0,0,0,1
996,70,12,12,1951,0,7.140000000000001e-27,0,0,0.0,6.964285714,0,0,0,1
997,70,12,12,1952,0,7.140000000000001e-27,0,0,0.0,8.180300501,0,0,0,1
998,70,12,12,1953,0,7.140000000000001e-27,0,0,0.0,2.777777778,0,0,0,1
999,70,12,12,1954,0,7.140000000000001e-27,0,0,0.0,0.0,0,0,0,1
1000,70,12,12,1955,0,7.140000000000001e-27,0,0,0.0,1.651651652,0,0,0,1
1001,70,12,12,1956,0,7.18e-27,0,0,0.0,4.431314623,0,0,0,1
1002,70,12,12,1957,0,7.1e-27,0,0,0.0,2.97029703,0,0,0,1
1003,70,12,12,1958,0,7.1e-27,0,0,0.0,3.571428571,0,0,0,1
1004,70,12,12,1959,0,7.12e-27,0,0,0.0,2.652519894,0,0,0,1
1005,70,12,12,1960,0,7.150000000000001e-27,0,0,0.0,2.454780362,0,0,0,1
1006,70,12,12,1961,0,7.11e-27,0,0,0.0,2.90037831,0,0,0,1
1007,70,12,12,1962,0,7.140000000000001e-27,0,0,0.0,2.083333333,0,0,0,1
1008,70,12,12,1963,0,7.140000000000001e-27,0,0,0.0,1.080432173,0,0,0,1
1009,70,12,12,1964,0,7.140000000000001e-27,0,0,0.0,2.500022554,0,0,0,1
1010,70,12,12,1965,0,7.140000000000001e-27,1,1,0.0,2.500003432,1,0,0,1
1011,70,12,12,1966,0,7.140000000000001e-27,1,1,0.0,3.121953195,1,0,0,1
1012,70,12,12,1967,0,7.140000000000001e-27,1,1,0.0,2.365179967,1,0,0,1
1013,70,12,12,1968,0,7.140000000000001e-27,1,1,0.0,1.38631904,1,0,0,1
1014,70,12,12,1969,0,7.140000000000001e-27,1,1,0.0,0.364644862,1,0,0,1
1015,70,12,12,1970,0,7.16e-27,1,1,0.0,2.088991186,1,0,0,1
1016,70,12,12,1971,0,6.71e-27,1,1,0.0,3.024884047,1,0,0,1
1017,70,12,12,1972,0,6.520000000000001e-27,1,1,0.0,2.84975748,1,0,0,1
1018,70,12,12,1973,0,6.06e-27,1,1,0.0,3.106641376,1,0,0,1
1019,70,12,12,1974,0,5.490000000000001e-27,1,1,0.0,6.596092646,1,0,0,1
1020,70,12,12,1975,0,6.25e-27,1,1,0.0,10.00764002,1,0,0,1
1021,70,12,12,1976,0,6.190000000000001e-27,1,1,0.0,11.0416805,1,0,0,1
1022,70,12,12,1977,0,6.470000000000001e-27,1,1,0.0,10.25640067,1,1,0,1
1023,70,12,12,1978,0,6.750000000000001e-27,1,1,0.0,8.229915112,1,0,0,1
1024,70,12,12,1979,0,6.740000000000001e-27,1,1,0.0,12.55279758,1,0,0,1
1025,70,12,12,1980,0,6.31e-27,1,1,0.0,7.2,1,0,0,1
1026,70,12,12,1981,0,7.23e-27,0,0,0.0,13.2,1,0,0,1
1027,70,12,12,1982,0,7.39e-27,0,0,0.0,10.4,1,1,0,1
1028,70,12,12,1983,0,1.11e-26,0,0,0.0,23.2,1,1,1,1
1029,70,12,12,1984,0,1.4500000000000002e-26,0,0,0.0,20.3,1,1,1,1
1030,70,12,12,1985,0,1.63e-26,0,0,0.0,8.3,1,0,0,1
1031,70,12,12,1986,0,1.68e-26,0,0,0.0,14.5,1,0,0,1
1032,70,12,12,1987,0,1.6e-26,0,0,0.0,12.5,1,0,0,1
1033,70,12,12,1988,0,1.93e-26,0,0,0.0,7.4,1,1,0,1
1034,70,12,12,1989,0,2.22e-26,0,0,0.0,12.8,1,1,0,1
1035,70,12,12,1990,0,2.61e-26,0,0,0.0,17.4,1,1,0,1
1036,70,12,12,1991,0,5.04e-26,0,0,0.0,24.0,1,1,1,1
1037,70,12,12,1992,0,5.37e-26,0,0,0.0,41.6,1,0,1,1
1038,70,12,12,1993,0,6.81e-26,0,0,0.0,28.2,1,1,1,1
1039,70,12,12,1994,0,8.38e-26,0,0,0.0,21.11354311,1,1,1,1
1040,70,12,12,1995,1,9.31e-26,0,0,0.0,25.80873955,1,0,1,0
1041,70,12,12,1996,1,1.08e-25,0,0,0.0,16.40028408,1,1,0,0
1042,70,12,12,1997,1,1.8299999999999999e-25,0,0,0.0,20.0650384,1,1,1,0
1043,70,12,12,1998,1,3.71e-25,0,0,0.0,46.61127497,1,1,1,0
1044,70,12,12,1999,1,3.72e-25,0,0,0.0,56.92320336,1,0,1,0
1045,70,12,12,2000,1,5.5e-25,1,1,0.0,55.20369616,1,1,1,0
1046,70,12,12,2001,1,5.51e-25,1,1,0.0,112.1184112,1,0,1,0
1047,70,12,12,2002,1,5.5e-25,1,1,0.0,198.928606,1,0,1,0
1048,70,12,12,2003,1,7.949999999999999e-24,1,1,0.0,598.7447505,1,1,1,0
1049,70,12,12,2004,1,5.6e-23,1,1,0.0,132.7467739,1,1,1,0
1050,70,12,12,2005,1,8.46e-22,1,1,0.0,585.8443656,1,1,1,0
1051,70,12,12,2006,1,3e-19,1,1,0.0,1281.113605,1,1,1,0
1052,70,12,12,2007,1,1.9e-16,1,1,0.0,66279.89237,1,1,1,0
1053,70,12,12,2008,1,0.002,1,1,0.0,21989695.22,1,1,1,0
1054,70,12,12,2009,1,354.8,1,1,0.0,-7.67,1,1,0,0
1055,70,12,12,2010,0,378.2,1,1,0.0,3.217,1,0,0,1
1056,70,12,12,2011,0,361.9,1,1,0.0,4.92,1,0,0,1
1057,70,12,12,2012,0,361.9,1,1,0.0,3.72,1,0,0,1
1058,70,12,12,2013,0,361.9,1,1,0.0,1.632,1,0,0,1
